True Label,Predicted As,Count,Example 1,Example 2,Example 3,All Files
kangaroo,grasshopper,1,kangaroo_11.jpg,,,kangaroo_11.jpg
ladybugs,grasshopper,1,ladybugs_60.jpg,,,ladybugs_60.jpg
lizard,grasshopper,1,lizard_42.jpg,,,lizard_42.jpg
lobster,grasshopper,1,lobster_26.jpg,,,lobster_26.jpg
mouse,grasshopper,1,mouse_55.jpg,,,mouse_55.jpg
octopus,grasshopper,1,octopus_8.jpg,,,octopus_8.jpg
reindeer,grasshopper,1,reindeer_20.jpg,,,reindeer_20.jpg
rhinoceros,goat,1,rhinoceros_34.jpg,,,rhinoceros_34.jpg
seal,goat,1,seal_42.jpg,,,seal_42.jpg
antelope,grasshopper,1,antelope_47.jpg,,,antelope_47.jpg
bear,grasshopper,1,bear_36.jpg,,,bear_36.jpg
beetle,grasshopper,1,beetle_39.jpg,,,beetle_39.jpg
bee,grasshopper,1,bee_27.jpg,,,bee_27.jpg
donkey,grasshopper,1,donkey_49.jpg,,,donkey_49.jpg
flamingo,grasshopper,1,flamingo_29.jpg,,,flamingo_29.jpg
mouse,goat,1,mouse_3.jpg,,,mouse_3.jpg
octopus,goat,1,octopus_59.jpg,,,octopus_59.jpg
orangutan,goat,1,orangutan_7.jpg,,,orangutan_7.jpg
owl,goat,1,owl_13.jpg,,,owl_13.jpg
panda,goat,1,panda_2.jpg,,,panda_2.jpg
parrot,goat,1,parrot_17.jpg,,,parrot_17.jpg
pigeon,goat,1,pigeon_28.jpg,,,pigeon_28.jpg
porcupine,goat,1,porcupine_8.jpg,,,porcupine_8.jpg
sparrow,gorilla,1,sparrow_56.jpg,,,sparrow_56.jpg
swan,gorilla,1,swan_9.jpg,,,swan_9.jpg
wolf,gorilla,1,wolf_12.jpg,,,wolf_12.jpg
woodpecker,gorilla,1,woodpecker_22.jpg,,,woodpecker_22.jpg
crab,goat,1,crab_54.jpg,,,crab_54.jpg
dog,goat,1,dog_18.jpg,,,dog_18.jpg
donkey,goat,1,donkey_14.jpg,,,donkey_14.jpg
hyena,goat,1,hyena_15.jpg,,,hyena_15.jpg
parrot,hamster,1,parrot_12.jpg,,,parrot_12.jpg
pigeon,hamster,1,pigeon_53.jpg,,,pigeon_53.jpg
possum,hamster,1,possum_54.jpg,,,possum_54.jpg
raccoon,hamster,1,raccoon_15.jpg,,,raccoon_15.jpg
reindeer,hamster,1,reindeer_23.jpg,,,reindeer_23.jpg
rhinoceros,hamster,1,rhinoceros_48.jpg,,,rhinoceros_48.jpg
seahorse,hamster,1,seahorse_12.jpg,,,seahorse_12.jpg
penguin,fox,1,penguin_20.jpg,,,penguin_20.jpg
hedgehog,hamster,1,hedgehog_5.jpg,,,hedgehog_5.jpg
hornbill,hamster,1,hornbill_17.jpg,,,hornbill_17.jpg
horse,hamster,1,horse_53.jpg,,,horse_53.jpg
moth,hamster,1,moth_16.jpg,,,moth_16.jpg
orangutan,hamster,1,orangutan_47.jpg,,,orangutan_47.jpg
owl,hamster,1,owl_45.jpg,,,owl_45.jpg
ox,hamster,1,ox_22.jpg,,,ox_22.jpg
oyster,hamster,1,oyster_51.jpg,,,oyster_51.jpg
cat,hamster,1,cat_37.jpg,,,cat_37.jpg
coyote,hamster,1,coyote_32.jpg,,,coyote_32.jpg
crow,hamster,1,crow_3.jpg,,,crow_3.jpg
dragonfly,hamster,1,dragonfly_50.jpg,,,dragonfly_50.jpg
duck,hamster,1,duck_44.jpg,,,duck_44.jpg
elephant,hamster,1,elephant_20.jpg,,,elephant_20.jpg
flamingo,hamster,1,flamingo_55.jpg,,,flamingo_55.jpg
fox,hamster,1,fox_20.jpg,,,fox_20.jpg
sheep,grasshopper,1,sheep_49.jpg,,,sheep_49.jpg
squid,grasshopper,1,squid_11.jpg,,,squid_11.jpg
squirrel,grasshopper,1,squirrel_19.jpg,,,squirrel_19.jpg
swan,grasshopper,1,swan_8.jpg,,,swan_8.jpg
bat,hamster,1,bat_52.jpg,,,bat_52.jpg
bear,hamster,1,bear_47.jpg,,,bear_47.jpg
beetle,hamster,1,beetle_8.jpg,,,beetle_8.jpg
butterfly,hamster,1,butterfly_34.jpg,,,butterfly_34.jpg
fox,hare,1,fox_41.jpg,,,fox_41.jpg
grasshopper,hare,1,grasshopper_13.jpg,,,grasshopper_13.jpg
hippopotamus,hare,1,hippopotamus_57.jpg,,,hippopotamus_57.jpg
jellyfish,hare,1,jellyfish_10.jpg,,,jellyfish_10.jpg
ladybugs,hare,1,ladybugs_14.jpg,,,ladybugs_14.jpg
okapi,hare,1,okapi_56.jpg,,,okapi_56.jpg
owl,hare,1,owl_3.jpg,,,owl_3.jpg
porcupine,hare,1,porcupine_46.jpg,,,porcupine_46.jpg
seal,hamster,1,seal_23.jpg,,,seal_23.jpg
antelope,hare,1,antelope_60.jpg,,,antelope_60.jpg
badger,hare,1,badger_16.jpg,,,badger_16.jpg
bear,hare,1,bear_55.jpg,,,bear_55.jpg
cat,hare,1,cat_39.jpg,,,cat_39.jpg
coyote,hare,1,coyote_42.jpg,,,coyote_42.jpg
deer,hare,1,deer_29.jpg,,,deer_29.jpg
dragonfly,hare,1,dragonfly_18.jpg,,,dragonfly_18.jpg
badger,goat,1,badger_55.jpg,,,badger_55.jpg
bat,goat,1,bat_25.jpg,,,bat_25.jpg
bear,goat,1,bear_7.jpg,,,bear_7.jpg
bison,goat,1,bison_16.jpg,,,bison_16.jpg
butterfly,goat,1,butterfly_55.jpg,,,butterfly_55.jpg
caterpillar,goat,1,caterpillar_32.jpg,,,caterpillar_32.jpg
chimpanzee,goat,1,chimpanzee_54.jpg,,,chimpanzee_54.jpg
cow,goat,1,cow_16.jpg,,,cow_16.jpg
pigeon,fox,1,pigeon_32.jpg,,,pigeon_32.jpg
porcupine,fox,1,porcupine_24.jpg,,,porcupine_24.jpg
raccoon,fox,1,raccoon_35.jpg,,,raccoon_35.jpg
sparrow,fox,1,sparrow_17.jpg,,,sparrow_17.jpg
squid,fox,1,squid_4.jpg,,,squid_4.jpg
wolf,fox,1,wolf_26.jpg,,,wolf_26.jpg
woodpecker,fox,1,woodpecker_52.jpg,,,woodpecker_52.jpg
zebra,fox,1,zebra_38.jpg,,,zebra_38.jpg
turkey,hedgehog,1,turkey_56.jpg,,,turkey_56.jpg
zebra,hedgehog,1,zebra_56.jpg,,,zebra_56.jpg
badger,hippopotamus,1,badger_30.jpg,,,badger_30.jpg
chimpanzee,hippopotamus,1,chimpanzee_24.jpg,,,chimpanzee_24.jpg
coyote,hippopotamus,1,coyote_49.jpg,,,coyote_49.jpg
dog,hippopotamus,1,dog_28.jpg,,,dog_28.jpg
donkey,hippopotamus,1,donkey_46.jpg,,,donkey_46.jpg
dragonfly,hippopotamus,1,dragonfly_55.jpg,,,dragonfly_55.jpg
mouse,hedgehog,1,mouse_17.jpg,,,mouse_17.jpg
parrot,hedgehog,1,parrot_47.jpg,,,parrot_47.jpg
pig,hedgehog,1,pig_49.jpg,,,pig_49.jpg
porcupine,hedgehog,1,porcupine_55.jpg,,,porcupine_55.jpg
possum,hedgehog,1,possum_15.jpg,,,possum_15.jpg
reindeer,hedgehog,1,reindeer_4.jpg,,,reindeer_4.jpg
seahorse,hedgehog,1,seahorse_15.jpg,,,seahorse_15.jpg
squid,hedgehog,1,squid_10.jpg,,,squid_10.jpg
cow,hedgehog,1,cow_4.jpg,,,cow_4.jpg
crab,hedgehog,1,crab_29.jpg,,,crab_29.jpg
eagle,hedgehog,1,eagle_35.jpg,,,eagle_35.jpg
elephant,hedgehog,1,elephant_46.jpg,,,elephant_46.jpg
grasshopper,hedgehog,1,grasshopper_54.jpg,,,grasshopper_54.jpg
koala,hedgehog,1,koala_19.jpg,,,koala_19.jpg
ladybugs,hedgehog,1,ladybugs_44.jpg,,,ladybugs_44.jpg
lobster,hedgehog,1,lobster_42.jpg,,,lobster_42.jpg
raccoon,hare,1,raccoon_28.jpg,,,raccoon_28.jpg
reindeer,hare,1,reindeer_32.jpg,,,reindeer_32.jpg
rhinoceros,hare,1,rhinoceros_16.jpg,,,rhinoceros_16.jpg
seahorse,hare,1,seahorse_27.jpg,,,seahorse_27.jpg
squid,hare,1,squid_32.jpg,,,squid_32.jpg
starfish,hare,1,starfish_2.jpg,,,starfish_2.jpg
turkey,hare,1,turkey_2.jpg,,,turkey_2.jpg
butterfly,hedgehog,1,butterfly_14.jpg,,,butterfly_14.jpg
lion,hippopotamus,1,lion_49.jpg,,,lion_49.jpg
lizard,hippopotamus,1,lizard_38.jpg,,,lizard_38.jpg
otter,hippopotamus,1,otter_7.jpg,,,otter_7.jpg
ox,hippopotamus,1,ox_24.jpg,,,ox_24.jpg
oyster,hippopotamus,1,oyster_25.jpg,,,oyster_25.jpg
panda,hippopotamus,1,panda_37.jpg,,,panda_37.jpg
penguin,hippopotamus,1,penguin_45.jpg,,,penguin_45.jpg
possum,hippopotamus,1,possum_6.jpg,,,possum_6.jpg
okapi,fox,1,okapi_8.jpg,,,okapi_8.jpg
otter,fox,1,otter_42.jpg,,,otter_42.jpg
owl,fox,1,owl_49.jpg,,,owl_49.jpg
gorilla,hippopotamus,1,gorilla_36.jpg,,,gorilla_36.jpg
hare,hippopotamus,1,hare_23.jpg,,,hare_23.jpg
hornbill,hippopotamus,1,hornbill_33.jpg,,,hornbill_33.jpg
hummingbird,hippopotamus,1,hummingbird_43.jpg,,,hummingbird_43.jpg
leopard,hippopotamus,1,leopard_49.jpg,,,leopard_49.jpg
hornbill,fox,1,hornbill_25.jpg,,,hornbill_25.jpg
horse,fox,1,horse_12.jpg,,,horse_12.jpg
hummingbird,fox,1,hummingbird_21.jpg,,,hummingbird_21.jpg
hyena,fox,1,hyena_55.jpg,,,hyena_55.jpg
leopard,fox,1,leopard_44.jpg,,,leopard_44.jpg
lion,fox,1,lion_50.jpg,,,lion_50.jpg
mosquito,fox,1,mosquito_42.jpg,,,mosquito_42.jpg
octopus,fox,1,octopus_28.jpg,,,octopus_28.jpg
eagle,hippopotamus,1,eagle_29.jpg,,,eagle_29.jpg
fox,hippopotamus,1,fox_48.jpg,,,fox_48.jpg
bear,fox,1,bear_50.jpg,,,bear_50.jpg
bison,fox,1,bison_49.jpg,,,bison_49.jpg
boar,fox,1,boar_56.jpg,,,boar_56.jpg
crow,fox,1,crow_44.jpg,,,crow_44.jpg
eagle,fox,1,eagle_56.jpg,,,eagle_56.jpg
gorilla,fox,1,gorilla_1.jpg,,,gorilla_1.jpg
chimpanzee,fly,1,chimpanzee_7.jpg,,,chimpanzee_7.jpg
coyote,fly,1,coyote_25.jpg,,,coyote_25.jpg
dog,fly,1,dog_4.jpg,,,dog_4.jpg
dragonfly,fly,1,dragonfly_19.jpg,,,dragonfly_19.jpg
eagle,fly,1,eagle_20.jpg,,,eagle_20.jpg
elephant,fly,1,elephant_32.jpg,,,elephant_32.jpg
flamingo,fly,1,flamingo_22.jpg,,,flamingo_22.jpg
fox,fly,1,fox_46.jpg,,,fox_46.jpg
dragonfly,hornbill,1,dragonfly_34.jpg,,,dragonfly_34.jpg
eagle,hornbill,1,eagle_50.jpg,,,eagle_50.jpg
flamingo,hornbill,1,flamingo_43.jpg,,,flamingo_43.jpg
hare,hornbill,1,hare_29.jpg,,,hare_29.jpg
hippopotamus,hornbill,1,hippopotamus_3.jpg,,,hippopotamus_3.jpg
horse,hornbill,1,horse_28.jpg,,,horse_28.jpg
koala,hornbill,1,koala_21.jpg,,,koala_21.jpg
ladybugs,hornbill,1,ladybugs_46.jpg,,,ladybugs_46.jpg
wombat,hippopotamus,1,wombat_44.jpg,,,wombat_44.jpg
woodpecker,hippopotamus,1,woodpecker_21.jpg,,,woodpecker_21.jpg
caterpillar,hornbill,1,caterpillar_27.jpg,,,caterpillar_27.jpg
cat,hornbill,1,cat_4.jpg,,,cat_4.jpg
coyote,hornbill,1,coyote_53.jpg,,,coyote_53.jpg
deer,hornbill,1,deer_5.jpg,,,deer_5.jpg
dolphin,hornbill,1,dolphin_1.jpg,,,dolphin_1.jpg
donkey,hornbill,1,donkey_2.jpg,,,donkey_2.jpg
rat,hippopotamus,1,rat_3.jpg,,,rat_3.jpg
seal,hippopotamus,1,seal_10.jpg,,,seal_10.jpg
sheep,hippopotamus,1,sheep_54.jpg,,,sheep_54.jpg
snake,hippopotamus,1,snake_21.jpg,,,snake_21.jpg
sparrow,hippopotamus,1,sparrow_27.jpg,,,sparrow_27.jpg
squirrel,hippopotamus,1,squirrel_57.jpg,,,squirrel_57.jpg
swan,hippopotamus,1,swan_11.jpg,,,swan_11.jpg
wolf,hippopotamus,1,wolf_14.jpg,,,wolf_14.jpg
seahorse,hornbill,1,seahorse_10.jpg,,,seahorse_10.jpg
squirrel,hornbill,1,squirrel_16.jpg,,,squirrel_16.jpg
wolf,hornbill,1,wolf_48.jpg,,,wolf_48.jpg
wombat,hornbill,1,wombat_50.jpg,,,wombat_50.jpg
cat,horse,1,cat_13.jpg,,,cat_13.jpg
cow,horse,1,cow_60.jpg,,,cow_60.jpg
crow,horse,1,crow_26.jpg,,,crow_26.jpg
dog,horse,1,dog_16.jpg,,,dog_16.jpg
lobster,hornbill,1,lobster_29.jpg,,,lobster_29.jpg
mosquito,hornbill,1,mosquito_22.jpg,,,mosquito_22.jpg
owl,hornbill,1,owl_15.jpg,,,owl_15.jpg
oyster,hornbill,1,oyster_1.jpg,,,oyster_1.jpg
penguin,hornbill,1,penguin_25.jpg,,,penguin_25.jpg
possum,hornbill,1,possum_18.jpg,,,possum_18.jpg
reindeer,hornbill,1,reindeer_29.jpg,,,reindeer_29.jpg
rhinoceros,hornbill,1,rhinoceros_50.jpg,,,rhinoceros_50.jpg
reindeer,fly,1,reindeer_57.jpg,,,reindeer_57.jpg
rhinoceros,fly,1,rhinoceros_21.jpg,,,rhinoceros_21.jpg
snake,fly,1,snake_1.jpg,,,snake_1.jpg
sparrow,fly,1,sparrow_36.jpg,,,sparrow_36.jpg
squid,fly,1,squid_51.jpg,,,squid_51.jpg
starfish,fly,1,starfish_25.jpg,,,starfish_25.jpg
woodpecker,fly,1,woodpecker_27.jpg,,,woodpecker_27.jpg
lion,hornbill,1,lion_40.jpg,,,lion_40.jpg
hippopotamus,fly,1,hippopotamus_19.jpg,,,hippopotamus_19.jpg
hyena,fly,1,hyena_42.jpg,,,hyena_42.jpg
kangaroo,fly,1,kangaroo_7.jpg,,,kangaroo_7.jpg
lizard,fly,1,lizard_60.jpg,,,lizard_60.jpg
owl,fly,1,owl_57.jpg,,,owl_57.jpg
oyster,fly,1,oyster_12.jpg,,,oyster_12.jpg
pigeon,fly,1,pigeon_25.jpg,,,pigeon_25.jpg
possum,fly,1,possum_2.jpg,,,possum_2.jpg
jellyfish,hummingbird,1,jellyfish_29.jpg,,,jellyfish_29.jpg
tiger,elephant,1,tiger_16.jpg,,,tiger_16.jpg
bat,flamingo,1,bat_7.jpg,,,bat_7.jpg
bee,flamingo,1,bee_37.jpg,,,bee_37.jpg
bison,flamingo,1,bison_24.jpg,,,bison_24.jpg
dog,flamingo,1,dog_47.jpg,,,dog_47.jpg
goat,flamingo,1,goat_30.jpg,,,goat_30.jpg
gorilla,flamingo,1,gorilla_35.jpg,,,gorilla_35.jpg
crab,hummingbird,1,crab_24.jpg,,,crab_24.jpg
donkey,hummingbird,1,donkey_6.jpg,,,donkey_6.jpg
dragonfly,hummingbird,1,dragonfly_27.jpg,,,dragonfly_27.jpg
flamingo,hummingbird,1,flamingo_27.jpg,,,flamingo_27.jpg
goat,hummingbird,1,goat_9.jpg,,,goat_9.jpg
goldfish,hummingbird,1,goldfish_13.jpg,,,goldfish_13.jpg
hornbill,hummingbird,1,hornbill_30.jpg,,,hornbill_30.jpg
horse,hummingbird,1,horse_49.jpg,,,horse_49.jpg
moth,horse,1,moth_60.jpg,,,moth_60.jpg
orangutan,horse,1,orangutan_37.jpg,,,orangutan_37.jpg
ox,horse,1,ox_15.jpg,,,ox_15.jpg
oyster,horse,1,oyster_10.jpg,,,oyster_10.jpg
possum,horse,1,possum_39.jpg,,,possum_39.jpg
wolf,horse,1,wolf_52.jpg,,,wolf_52.jpg
caterpillar,hummingbird,1,caterpillar_26.jpg,,,caterpillar_26.jpg
coyote,hummingbird,1,coyote_11.jpg,,,coyote_11.jpg
elephant,horse,1,elephant_52.jpg,,,elephant_52.jpg
goat,horse,1,goat_11.jpg,,,goat_11.jpg
goose,horse,1,goose_41.jpg,,,goose_41.jpg
hamster,horse,1,hamster_35.jpg,,,hamster_35.jpg
hare,horse,1,hare_7.jpg,,,hare_7.jpg
hyena,horse,1,hyena_53.jpg,,,hyena_53.jpg
leopard,horse,1,leopard_6.jpg,,,leopard_6.jpg
lizard,horse,1,lizard_43.jpg,,,lizard_43.jpg
beetle,hyena,1,beetle_7.jpg,,,beetle_7.jpg
boar,hyena,1,boar_31.jpg,,,boar_31.jpg
cockroach,hyena,1,cockroach_24.jpg,,,cockroach_24.jpg
crab,hyena,1,crab_7.jpg,,,crab_7.jpg
crow,hyena,1,crow_5.jpg,,,crow_5.jpg
dragonfly,hyena,1,dragonfly_57.jpg,,,dragonfly_57.jpg
flamingo,hyena,1,flamingo_4.jpg,,,flamingo_4.jpg
grasshopper,hyena,1,grasshopper_51.jpg,,,grasshopper_51.jpg
orangutan,hummingbird,1,orangutan_56.jpg,,,orangutan_56.jpg
pigeon,hummingbird,1,pigeon_6.jpg,,,pigeon_6.jpg
reindeer,hummingbird,1,reindeer_10.jpg,,,reindeer_10.jpg
sandpiper,hummingbird,1,sandpiper_16.jpg,,,sandpiper_16.jpg
sheep,hummingbird,1,sheep_16.jpg,,,sheep_16.jpg
snake,hummingbird,1,snake_6.jpg,,,snake_6.jpg
turtle,hummingbird,1,turtle_10.jpg,,,turtle_10.jpg
whale,hummingbird,1,whale_42.jpg,,,whale_42.jpg
parrot,flamingo,1,parrot_32.jpg,,,parrot_32.jpg
penguin,flamingo,1,penguin_46.jpg,,,penguin_46.jpg
raccoon,flamingo,1,raccoon_37.jpg,,,raccoon_37.jpg
reindeer,flamingo,1,reindeer_1.jpg,,,reindeer_1.jpg
snake,flamingo,1,snake_25.jpg,,,snake_25.jpg
squid,flamingo,1,squid_58.jpg,,,squid_58.jpg
swan,flamingo,1,swan_23.jpg,,,swan_23.jpg
wombat,flamingo,1,wombat_9.jpg,,,wombat_9.jpg
hamster,flamingo,1,hamster_14.jpg,,,hamster_14.jpg
hippopotamus,flamingo,1,hippopotamus_35.jpg,,,hippopotamus_35.jpg
hornbill,flamingo,1,hornbill_12.jpg,,,hornbill_12.jpg
hyena,flamingo,1,hyena_37.jpg,,,hyena_37.jpg
jellyfish,flamingo,1,jellyfish_5.jpg,,,jellyfish_5.jpg
leopard,flamingo,1,leopard_50.jpg,,,leopard_50.jpg
lizard,flamingo,1,lizard_52.jpg,,,lizard_52.jpg
oyster,flamingo,1,oyster_53.jpg,,,oyster_53.jpg
lizard,eagle,1,lizard_49.jpg,,,lizard_49.jpg
mosquito,eagle,1,mosquito_58.jpg,,,mosquito_58.jpg
mouse,eagle,1,mouse_18.jpg,,,mouse_18.jpg
otter,eagle,1,otter_11.jpg,,,otter_11.jpg
penguin,eagle,1,penguin_60.jpg,,,penguin_60.jpg
pigeon,eagle,1,pigeon_2.jpg,,,pigeon_2.jpg
possum,eagle,1,possum_17.jpg,,,possum_17.jpg
rhinoceros,eagle,1,rhinoceros_24.jpg,,,rhinoceros_24.jpg
wolf,hyena,1,wolf_15.jpg,,,wolf_15.jpg
wombat,hyena,1,wombat_33.jpg,,,wombat_33.jpg
woodpecker,hyena,1,woodpecker_49.jpg,,,woodpecker_49.jpg
badger,jellyfish,1,badger_54.jpg,,,badger_54.jpg
bat,jellyfish,1,bat_53.jpg,,,bat_53.jpg
bear,jellyfish,1,bear_57.jpg,,,bear_57.jpg
dolphin,jellyfish,1,dolphin_19.jpg,,,dolphin_19.jpg
moth,jellyfish,1,moth_54.jpg,,,moth_54.jpg
oyster,hyena,1,oyster_57.jpg,,,oyster_57.jpg
porcupine,hyena,1,porcupine_41.jpg,,,porcupine_41.jpg
rat,hyena,1,rat_29.jpg,,,rat_29.jpg
seahorse,hyena,1,seahorse_46.jpg,,,seahorse_46.jpg
seal,hyena,1,seal_52.jpg,,,seal_52.jpg
squirrel,hyena,1,squirrel_36.jpg,,,squirrel_36.jpg
starfish,hyena,1,starfish_59.jpg,,,starfish_59.jpg
whale,hyena,1,whale_3.jpg,,,whale_3.jpg
hedgehog,hyena,1,hedgehog_50.jpg,,,hedgehog_50.jpg
jellyfish,hyena,1,jellyfish_55.jpg,,,jellyfish_55.jpg
kangaroo,hyena,1,kangaroo_30.jpg,,,kangaroo_30.jpg
ladybugs,hyena,1,ladybugs_29.jpg,,,ladybugs_29.jpg
lobster,hyena,1,lobster_9.jpg,,,lobster_9.jpg
mosquito,hyena,1,mosquito_18.jpg,,,mosquito_18.jpg
mouse,hyena,1,mouse_47.jpg,,,mouse_47.jpg
owl,hyena,1,owl_31.jpg,,,owl_31.jpg
bee,kangaroo,1,bee_59.jpg,,,bee_59.jpg
bison,kangaroo,1,bison_30.jpg,,,bison_30.jpg
butterfly,kangaroo,1,butterfly_11.jpg,,,butterfly_11.jpg
cockroach,kangaroo,1,cockroach_51.jpg,,,cockroach_51.jpg
deer,kangaroo,1,deer_4.jpg,,,deer_4.jpg
dolphin,kangaroo,1,dolphin_44.jpg,,,dolphin_44.jpg
donkey,kangaroo,1,donkey_36.jpg,,,donkey_36.jpg
elephant,kangaroo,1,elephant_15.jpg,,,elephant_15.jpg
mouse,elephant,1,mouse_30.jpg,,,mouse_30.jpg
oyster,elephant,1,oyster_58.jpg,,,oyster_58.jpg
octopus,jellyfish,1,octopus_5.jpg,,,octopus_5.jpg
oyster,jellyfish,1,oyster_45.jpg,,,oyster_45.jpg
panda,jellyfish,1,panda_6.jpg,,,panda_6.jpg
shark,jellyfish,1,shark_35.jpg,,,shark_35.jpg
sparrow,jellyfish,1,sparrow_51.jpg,,,sparrow_51.jpg
turtle,jellyfish,1,turtle_16.jpg,,,turtle_16.jpg
goat,elephant,1,goat_6.jpg,,,goat_6.jpg
hare,elephant,1,hare_16.jpg,,,hare_16.jpg
hedgehog,elephant,1,hedgehog_40.jpg,,,hedgehog_40.jpg
hippopotamus,elephant,1,hippopotamus_48.jpg,,,hippopotamus_48.jpg
jellyfish,elephant,1,jellyfish_2.jpg,,,jellyfish_2.jpg
kangaroo,elephant,1,kangaroo_19.jpg,,,kangaroo_19.jpg
lion,elephant,1,lion_30.jpg,,,lion_30.jpg
lizard,elephant,1,lizard_3.jpg,,,lizard_3.jpg
sandpiper,eagle,1,sandpiper_56.jpg,,,sandpiper_56.jpg
seal,eagle,1,seal_6.jpg,,,seal_6.jpg
sheep,eagle,1,sheep_15.jpg,,,sheep_15.jpg
snake,eagle,1,snake_54.jpg,,,snake_54.jpg
tiger,eagle,1,tiger_6.jpg,,,tiger_6.jpg
bear,elephant,1,bear_54.jpg,,,bear_54.jpg
coyote,elephant,1,coyote_9.jpg,,,coyote_9.jpg
dragonfly,elephant,1,dragonfly_33.jpg,,,dragonfly_33.jpg
badger,koala,1,badger_26.jpg,,,badger_26.jpg
bear,koala,1,bear_2.jpg,,,bear_2.jpg
leopard,duck,1,leopard_24.jpg,,,leopard_24.jpg
lizard,duck,1,lizard_57.jpg,,,lizard_57.jpg
mosquito,duck,1,mosquito_8.jpg,,,mosquito_8.jpg
moth,duck,1,moth_8.jpg,,,moth_8.jpg
mouse,duck,1,mouse_27.jpg,,,mouse_27.jpg
octopus,duck,1,octopus_1.jpg,,,octopus_1.jpg
sheep,kangaroo,1,sheep_37.jpg,,,sheep_37.jpg
sparrow,kangaroo,1,sparrow_33.jpg,,,sparrow_33.jpg
squirrel,kangaroo,1,squirrel_52.jpg,,,squirrel_52.jpg
starfish,kangaroo,1,starfish_18.jpg,,,starfish_18.jpg
turtle,kangaroo,1,turtle_47.jpg,,,turtle_47.jpg
whale,kangaroo,1,whale_57.jpg,,,whale_57.jpg
woodpecker,kangaroo,1,woodpecker_39.jpg,,,woodpecker_39.jpg
antelope,koala,1,antelope_7.jpg,,,antelope_7.jpg
okapi,kangaroo,1,okapi_29.jpg,,,okapi_29.jpg
owl,kangaroo,1,owl_46.jpg,,,owl_46.jpg
ox,kangaroo,1,ox_3.jpg,,,ox_3.jpg
oyster,kangaroo,1,oyster_23.jpg,,,oyster_23.jpg
pelecaniformes,kangaroo,1,pelecaniformes_32.jpg,,,pelecaniformes_32.jpg
pigeon,kangaroo,1,pigeon_48.jpg,,,pigeon_48.jpg
reindeer,kangaroo,1,reindeer_24.jpg,,,reindeer_24.jpg
rhinoceros,kangaroo,1,rhinoceros_2.jpg,,,rhinoceros_2.jpg
flamingo,kangaroo,1,flamingo_40.jpg,,,flamingo_40.jpg
fox,kangaroo,1,fox_31.jpg,,,fox_31.jpg
gorilla,kangaroo,1,gorilla_48.jpg,,,gorilla_48.jpg
horse,kangaroo,1,horse_5.jpg,,,horse_5.jpg
hummingbird,kangaroo,1,hummingbird_2.jpg,,,hummingbird_2.jpg
leopard,kangaroo,1,leopard_15.jpg,,,leopard_15.jpg
lion,kangaroo,1,lion_33.jpg,,,lion_33.jpg
lizard,kangaroo,1,lizard_30.jpg,,,lizard_30.jpg
dolphin,koala,1,dolphin_24.jpg,,,dolphin_24.jpg
fly,koala,1,fly_34.jpg,,,fly_34.jpg
fox,koala,1,fox_22.jpg,,,fox_22.jpg
goat,koala,1,goat_7.jpg,,,goat_7.jpg
goldfish,koala,1,goldfish_11.jpg,,,goldfish_11.jpg
gorilla,koala,1,gorilla_5.jpg,,,gorilla_5.jpg
hamster,koala,1,hamster_20.jpg,,,hamster_20.jpg
hornbill,koala,1,hornbill_21.jpg,,,hornbill_21.jpg
dragonfly,eagle,1,dragonfly_36.jpg,,,dragonfly_36.jpg
fox,eagle,1,fox_53.jpg,,,fox_53.jpg
goose,eagle,1,goose_54.jpg,,,goose_54.jpg
grasshopper,eagle,1,grasshopper_50.jpg,,,grasshopper_50.jpg
horse,eagle,1,horse_31.jpg,,,horse_31.jpg
cockroach,koala,1,cockroach_44.jpg,,,cockroach_44.jpg
cow,koala,1,cow_11.jpg,,,cow_11.jpg
crow,koala,1,crow_41.jpg,,,crow_41.jpg
tiger,duck,1,tiger_56.jpg,,,tiger_56.jpg
woodpecker,duck,1,woodpecker_28.jpg,,,woodpecker_28.jpg
zebra,duck,1,zebra_41.jpg,,,zebra_41.jpg
bat,eagle,1,bat_13.jpg,,,bat_13.jpg
cat,eagle,1,cat_51.jpg,,,cat_51.jpg
crow,eagle,1,crow_2.jpg,,,crow_2.jpg
deer,eagle,1,deer_15.jpg,,,deer_15.jpg
dolphin,eagle,1,dolphin_50.jpg,,,dolphin_50.jpg
okapi,duck,1,okapi_26.jpg,,,okapi_26.jpg
panda,duck,1,panda_36.jpg,,,panda_36.jpg
parrot,duck,1,parrot_4.jpg,,,parrot_4.jpg
pig,duck,1,pig_17.jpg,,,pig_17.jpg
rat,duck,1,rat_36.jpg,,,rat_36.jpg
reindeer,duck,1,reindeer_46.jpg,,,reindeer_46.jpg
sheep,duck,1,sheep_29.jpg,,,sheep_29.jpg
sparrow,duck,1,sparrow_23.jpg,,,sparrow_23.jpg
oyster,koala,1,oyster_32.jpg,,,oyster_32.jpg
parrot,koala,1,parrot_28.jpg,,,parrot_28.jpg
porcupine,koala,1,porcupine_7.jpg,,,porcupine_7.jpg
sheep,koala,1,sheep_24.jpg,,,sheep_24.jpg
snake,koala,1,snake_23.jpg,,,snake_23.jpg
sparrow,koala,1,sparrow_32.jpg,,,sparrow_32.jpg
squid,koala,1,squid_50.jpg,,,squid_50.jpg
tiger,koala,1,tiger_42.jpg,,,tiger_42.jpg
